trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,right,0.7221106619999773,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
2,right,1.1963203490004162,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
3,left,0.7521337550006137,0.005,7,24,120,24,120,240,0.0,142,2,0.02
4,right,1.106391927999539,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
5,left,0.8643644089997906,0.005,4,24,120,24,120,240,0.0,142,1,0.011
6,left,1.0436748780002745,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
7,left,1.343400945999747,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
8,left,0.5217441309996502,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
9,right,0.6138030120000622,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
10,left,0.6174136379995616,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
11,right,0.5551175350001358,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
12,left,0.49756273799994233,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
13,right,0.5766905929995119,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
14,left,1.1558526640001219,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
15,right,0.8301212690003013,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
16,left,2.126556887999868,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
17,left,1.042773987000146,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
18,right,0.5854049600002327,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
19,left,0.439299525000024,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
20,left,0.6682096710001133,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
21,right,0.5769816800002445,0.035,7,24,120,24,120,240,0.0,142,1,0.14
22,left,0.6601995290002378,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
23,left,0.560068671999943,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
24,right,0.7425375570001052,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
25,right,2.1635518640005102,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
26,right,0.7977756909995151,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
27,right,1.1934805139999298,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
28,left,0.6307952480001404,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
29,left,0.5439459720000741,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
30,left,0.48398888600058854,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
31,right,1.0382652990001588,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
32,right,0.6596184030004224,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
33,left,0.5384248720001779,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
34,left,0.773016183999971,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
35,right,0.6852926020001178,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
36,left,0.5679252770005405,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
37,left,0.9602323360004448,0.0096,5,24,120,24,120,240,0.0,142,2,0.0258
38,left,0.7101965689998906,0.035,2,24,120,24,120,240,0.0,142,2,0.052
39,right,0.4888279019996844,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
40,right,0.6432647990004625,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
41,left,1.0472795229998155,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
42,left,0.787994622000042,0.035,7,24,120,24,120,240,0.0,142,2,0.14
43,left,0.896785386999909,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
44,right,0.7061543429999801,0.005,7,24,120,24,120,240,0.0,142,1,0.02
45,left,0.8225535750007111,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
46,right,1.7052258160001657,0.005,4,24,120,24,120,240,0.0,142,2,0.011
