trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,left,2.639691302000017,0.035,2,24,120,24,120,240,0.0,142,2,0.052
2,left,0.8937926290000178,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
3,right,0.6725270770000407,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
4,right,0.6223251800000185,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
5,left,0.8725748080000244,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
6,left,0.9599180310000293,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
7,left,0.7725088309999819,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
8,right,0.6225295309999979,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
9,left,0.7392810280000504,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
10,right,0.7018900369999983,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
11,left,0.7685269450000192,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
12,left,0.7517713480000339,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
13,left,0.7104095689999781,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
14,left,2.430700373000036,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
15,right,0.9600733210000385,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
16,left,0.7059236400000373,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
17,left,0.8138425629999801,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
18,left,1.118913209000027,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
19,right,0.6013057890000368,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
20,right,0.6723948540000606,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
21,right,0.6720569800000362,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
22,right,0.95110479300007,0.035,7,24,120,24,120,240,0.0,142,1,0.14
23,left,0.8802451600000154,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
24,right,0.6309863350000455,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
25,left,0.9523938420000491,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
26,right,0.6222558520000234,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
27,right,0.6354904739999938,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
28,right,0.6091889049999963,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
29,left,0.5642038370000364,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
30,right,0.5888263780000216,0.035,2,24,120,24,120,240,0.0,142,1,0.052
31,left,0.6349207550000528,0.035,7,24,120,24,120,240,0.0,142,2,0.14
32,left,0.7712090210000042,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
