trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,left,1.0022578749999411,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
2,right,0.7970997470001748,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
3,left,0.7220464070005619,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
4,left,0.7202571829998305,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
5,left,0.684599220000564,0.0096,5,24,120,24,120,240,0.0,142,2,0.0258
6,right,0.7224188250002044,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
7,right,0.5976368970004842,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
8,right,0.951781414999914,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
9,left,1.484133846000077,0.035,7,24,120,24,120,240,0.0,142,2,0.14
10,right,0.9016975950003143,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
11,left,1.0965916360000847,0.005,4,24,120,24,120,240,0.0,142,2,0.011
12,left,0.9135574350002571,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
13,right,1.710234120000223,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
14,right,1.4102441449999787,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
15,left,1.3893512720001127,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
16,right,1.0550433799999155,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
17,left,1.4976748379999663,0.005,3,24,120,24,120,240,0.0,142,2,0.0091
18,right,0.863738843000192,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
19,left,1.0095635360003143,0.035,2,24,120,24,120,240,0.0,142,2,0.052
20,left,2.096371891000217,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
21,left,0.8511436010003308,0.005,7,24,120,24,120,240,0.0,142,2,0.02
22,right,1.676708265000343,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
23,left,0.9553296519998185,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
24,right,1.0102995510001165,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
25,left,0.9016425670001809,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
26,right,0.7969165920003434,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
27,right,3.00687522599992,0.035,2,24,120,24,120,240,0.0,142,1,0.052
28,left,1.0935290280003755,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
29,left,2.7442625890003,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
30,left,0.5876402409999173,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
31,left,0.7063186100003804,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
32,right,0.7018702730001678,0.035,7,24,120,24,120,240,0.0,142,1,0.14
33,right,0.859806719000062,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
34,left,1.4188969990004807,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
35,right,1.3598852160002934,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
36,left,1.2139547229999152,0.005,4,24,120,24,120,240,0.0,142,1,0.011
37,right,0.8224578340000335,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
38,left,0.8175458880000406,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
39,right,0.8559957520001262,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
40,left,1.172375452000324,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
41,right,0.6182536639998943,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
42,right,0.8304189430004953,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
43,left,1.2304294300001857,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
44,left,1.2390825920006137,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
45,left,0.7142385619999914,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
