trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,right,0.4813861079983326,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
2,left,0.2808504369986622,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
3,right,0.35499192999850493,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
4,left,0.42556845899889595,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
5,right,0.3377987639996718,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
6,right,0.7803770059981616,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
7,left,0.6520193449978251,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
8,left,0.6105097789986758,0.005,4,24,120,24,120,240,0.0,142,2,0.011
9,right,0.3555683630002022,0.005,7,24,120,24,120,240,0.0,142,1,0.02
10,left,0.7510026239997387,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
11,right,0.6303856069989706,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
12,left,0.5515420299998368,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
13,left,0.651513471000726,0.035,2,24,120,24,120,240,0.0,142,2,0.052
14,left,0.5809605679987726,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
15,right,0.8182615489986347,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
16,left,0.33955624499867554,0.035,7,24,120,24,120,240,0.0,142,2,0.14
17,left,1.0519532329999493,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
18,right,1.8772525029999088,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
19,left,1.1439278549987648,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
20,right,2.293579567998677,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
21,right,1.8931888959996286,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
22,left,1.3681372119990556,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
23,left,0.3173238550007227,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
24,right,0.5761821390005935,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
25,left,0.5141252419998636,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
26,right,0.6106255739978224,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
27,left,0.8432202269996196,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
28,right,0.8014503309987049,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
29,right,0.6436972829997103,0.035,2,24,120,24,120,240,0.0,142,1,0.052
30,left,1.0770912699990731,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
31,right,2.0724924280002597,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
32,left,3.3066739389996656,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
33,right,2.6306269859996974,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
34,left,2.67652972399992,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
35,right,2.1675464829986595,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
36,right,2.2674246699989453,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
37,right,1.9884882900005323,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
38,left,0.5684800259987242,0.0096,5,24,120,24,120,240,0.0,142,2,0.0258
39,left,0.6682591190001403,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
40,right,1.1892612439987715,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
41,left,2.92213743100001,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
42,right,2.9007246519995533,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
43,left,2.030559255999833,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
44,right,0.9144666269985464,0.005,4,24,120,24,120,240,0.0,142,1,0.011
45,left,1.9979590669991012,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
46,right,0.6058239009980753,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
47,left,0.5016837749990373,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
48,right,2.9316189649998705,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
49,left,1.839125635999153,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
50,right,0.6562167720003345,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
51,right,0.5097846599983313,0.035,7,24,120,24,120,240,0.0,142,1,0.14
52,left,0.6016365159994166,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
53,left,0.4262018949993944,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
54,left,0.8371455779997632,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
55,right,3.2682272419988294,0.005,3,24,120,24,120,240,0.0,142,2,0.0091
