trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,right,4.651538441001321,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
2,left,0.8592293019992212,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
3,right,1.8683075400003872,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
4,left,1.3308015430011437,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
5,left,0.7969616299997142,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
6,right,0.7554668969987688,0.005,7,24,120,24,120,240,0.0,142,1,0.02
7,right,0.7682398670003749,0.035,7,24,120,24,120,240,0.0,142,1,0.14
8,right,0.7564347929983342,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
9,left,0.971804244998566,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
10,left,0.8516091270012112,0.035,7,24,120,24,120,240,0.0,142,2,0.14
11,left,0.892558575998919,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
12,left,0.860361926999758,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
13,right,0.7957767070001864,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
14,left,1.0629360969996924,0.005,4,24,120,24,120,240,0.0,142,1,0.011
15,left,1.27635492599984,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
16,right,1.2013899220000894,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
17,right,0.7972093879998283,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
18,left,1.213226809999469,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
19,right,2.446757678000722,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
20,left,1.3101925860009942,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
21,right,2.2685704870000336,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
22,right,0.8773853629991208,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
23,left,0.8681787519999489,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
24,left,1.0272050210005546,0.005,4,24,120,24,120,240,0.0,142,2,0.011
25,left,0.9552599039998313,0.005,7,24,120,24,120,240,0.0,142,2,0.02
26,left,0.9757601630008139,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
27,right,0.8095836289994622,0.035,2,24,120,24,120,240,0.0,142,1,0.052
28,left,0.9979670749999059,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
29,right,2.8345653349988424,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
30,left,1.4760940369997115,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
31,right,1.222145482999622,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
32,left,1.3472211620010057,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
33,right,3.218715371000144,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
34,right,0.6897836539992568,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
35,right,0.9887133609990997,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
36,right,0.9224434379993909,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
37,right,1.1924112269989564,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
38,left,0.7589478040008544,0.035,2,24,120,24,120,240,0.0,142,2,0.052
39,right,0.7816808759998821,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
40,left,1.1103733580002881,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
41,right,0.8505760959997133,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
