trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,left,1.1393270379994647,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
2,left,0.7806340710012591,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
3,left,0.776470992999748,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
4,left,0.6762974400007806,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
5,left,2.49308314100017,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
6,right,2.4810308440009976,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
7,left,2.1174637360018096,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
8,right,3.76721229100076,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
9,left,3.251938176001204,0.035,7,24,120,24,120,240,0.0,142,2,0.14
10,right,3.094081784998707,0.035,7,24,120,24,120,240,0.0,142,1,0.14
11,right,5.076445472999694,0.005,7,24,120,24,120,240,0.0,142,1,0.02
12,right,0.9727572560004774,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
13,right,0.805148220000774,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
14,right,0.7792621530006727,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
15,left,0.9228655830011121,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
16,right,1.2434317510014807,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
17,right,0.9439638540006854,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
18,left,2.5881631200008997,0.035,2,24,120,24,120,240,0.0,142,2,0.052
19,left,4.741798383001878,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
20,right,3.3435629430005065,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
21,left,3.7809674050004105,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
22,left,3.3347881300014706,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
23,left,4.193662644000142,0.005,3,24,120,24,120,240,0.0,142,2,0.0091
24,right,1.009662135000326,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
25,right,0.8188650209995103,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
26,right,0.7521030860007158,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
27,right,0.6887407280009938,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
28,right,0.6597326920000341,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
29,left,0.7836075730010634,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
30,left,6.74975921999976,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
31,left,0.9099125680004363,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
32,right,15.47642231700047,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
33,right,0.7588476430009905,0.005,4,24,120,24,120,240,0.0,142,2,0.011
34,right,1.4643597680005769,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
35,right,0.5884693400003016,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
36,left,1.164124074000938,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
37,left,0.9627567920015281,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
38,left,0.5100117900001351,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
39,right,1.009550245000355,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
40,left,0.6303488200010179,0.005,4,24,120,24,120,240,0.0,142,1,0.011
41,left,0.8628715960003319,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
42,right,0.8766365870014852,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
43,right,9.706296545000441,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
44,left,0.780252720000135,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
45,right,1.0345514479995472,0.035,2,24,120,24,120,240,0.0,142,1,0.052
46,left,0.6054271920002066,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
47,left,0.5897776520014304,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
48,left,0.5304773739990196,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
49,left,1.1423696649999329,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
50,left,0.6852985360001185,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
51,right,1.0269375869993382,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
52,left,1.083799389001797,0.005,7,24,120,24,120,240,0.0,142,2,0.02
53,right,0.8391861800009792,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
54,left,0.7702878620002593,0.0096,5,24,120,24,120,240,0.0,142,2,0.0258
55,right,0.934850573001313,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
56,left,0.809321421002096,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
57,left,0.9646903540015046,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
58,right,1.256309335001788,0.005,4,24,120,24,120,240,0.0,142,1,0.011
59,left,0.767516631000035,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
60,right,0.7306353590010985,0.035,2,24,120,24,120,240,0.0,142,1,0.052
61,left,3.2348864380001032,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
62,left,0.9641489389996423,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
63,left,6.384817094001846,0.005,7,24,120,24,120,240,0.0,142,2,0.02
64,left,0.7729173670013552,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
65,right,1.5049139439997816,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
66,left,0.4138853599997674,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
67,right,0.5639081429999351,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
68,left,0.7885819380007888,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
69,right,0.9095748679992539,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
70,left,0.7225237500006187,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
71,right,0.7110949130001245,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
72,left,1.0266357470009098,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
73,left,2.531214977001582,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
74,left,1.3471407560009538,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
75,right,2.237488475000646,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
76,right,0.7600723120012844,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
77,right,0.6274609400006739,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
78,right,0.7714993640001921,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
79,right,1.2430469310002081,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
80,right,19.309462068000357,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
81,right,0.8814780590000737,0.005,7,24,120,24,120,240,0.0,142,1,0.02
82,left,0.7931719419993897,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
83,left,0.8597555610012932,0.005,4,24,120,24,120,240,0.0,142,2,0.011
84,right,0.5848400909999327,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
85,right,0.5345942589992774,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
86,left,4.32657602099971,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
87,left,1.3175594080021256,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
88,left,0.6845368910016987,0.0096,5,24,120,24,120,240,0.0,142,2,0.0258
89,left,1.3400281180020102,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
90,left,0.5602190560020972,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
91,right,0.6315184710001631,0.035,7,24,120,24,120,240,0.0,142,1,0.14
92,right,0.713776640001015,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
93,left,1.2759325470015028,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
94,left,1.7315296190008667,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
95,right,1.6346485989997745,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
96,left,1.4346889550015476,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
97,left,33.59401647900086,0.035,2,24,120,24,120,240,0.0,142,2,0.052
98,left,1.07701264500065,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
99,left,2.2426007420017413,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
100,left,0.9555462740008807,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
101,left,0.5850556760015024,0.035,7,24,120,24,120,240,0.0,142,2,0.14
102,right,1.4472355070010963,0.005,3,24,120,24,120,240,0.0,142,2,0.0091
103,left,0.5855323050000152,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
104,left,0.42151144399940677,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
105,right,0.5815986910001811,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
106,left,1.1391543530007766,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
107,right,1.2059500520008442,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
108,right,0.722243795000395,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
109,left,1.5803784710005857,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
110,left,1.272375518001354,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
111,right,0.6719444699992891,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
112,left,0.6724203370013129,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
113,right,0.5720493140015606,0.035,2,24,120,24,120,240,0.0,142,1,0.052
114,right,1.0943213340015063,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
115,right,0.5393201090009825,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
116,left,0.6852578310008539,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
117,left,0.7048703269992984,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
118,left,0.6853319950005243,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
119,right,0.7095360230014194,0.035,7,24,120,24,120,240,0.0,142,1,0.14
120,left,0.7602799329997652,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
121,left,1.40631808299986,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
122,right,0.6429100059995108,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
123,left,4.771999308000886,0.035,7,24,120,24,120,240,0.0,142,2,0.14
124,left,3.6687790310006676,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
125,left,0.7471570950001478,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
126,right,0.8218276349998632,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
127,left,0.5432131710003887,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
128,right,0.7726909020002495,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
