trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,left,1.3341179139988526,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
2,right,1.1764084370006458,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
3,left,0.4432626090001577,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
4,left,0.6511547079990123,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
5,right,0.4717658419995132,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
6,right,0.58514760199796,0.005,7,24,120,24,120,240,0.0,142,1,0.02
7,left,0.4542922130003717,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
8,right,0.5553032290008559,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
9,right,0.7348225690002437,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
10,right,0.5186362789991108,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
11,right,0.576117026999782,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
12,right,0.44779947499955597,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
13,left,0.4599822979980672,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
14,left,0.5053152469990891,0.005,3,24,120,24,120,240,0.0,142,2,0.0091
15,right,0.5225985729994136,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
16,right,0.4930818350003392,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
17,right,0.7975396539986832,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
18,right,2.91403688399987,0.035,2,24,120,24,120,240,0.0,142,1,0.052
19,left,2.0599527379999927,0.005,4,24,120,24,120,240,0.0,142,1,0.011
20,right,0.49690668399853166,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
21,right,0.5344779139995808,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
22,left,0.46875871699921845,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
23,left,0.643104143000528,0.005,4,24,120,24,120,240,0.0,142,2,0.011
24,left,3.7933666079989052,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
25,left,0.4301302369985933,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
26,left,0.18465159900006256,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
27,left,0.37241910999910033,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
28,right,0.4848336279992509,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
29,right,0.48914186999900267,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
30,left,0.8225865450003766,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
31,left,0.43074567999974533,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
32,right,0.5768176909987233,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
33,left,0.42341631300041627,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
34,left,0.655720102999112,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
35,left,0.4341848749991186,0.005,7,24,120,24,120,240,0.0,142,2,0.02
