trial,response,rt,c_pedestal,condition,wave_length,fix_time,sti_time,presti_time,intersti_time,phase,n_pix,order,c_comparison
1,right,0.9350902870010032,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
2,right,0.6764279159997386,0.0096,5,24,120,24,120,240,0.0,142,1,0.0258
3,left,0.6932157280007232,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
4,left,1.1099426150012732,0.005,4,24,120,24,120,240,0.0,142,2,0.011
5,left,0.6508713870007341,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
6,left,0.6516851770011272,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
7,right,0.6426790530003927,0.035,7,24,120,24,120,240,0.0,142,1,0.14
8,left,0.7398103650011763,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
9,right,0.750913161000426,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
10,right,0.8144847759995173,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
11,right,0.5977779880013259,0.0183,6,24,120,24,120,240,0.0,142,1,0.06
12,right,0.6302383750007721,0.035,6,24,120,24,120,240,0.0,142,1,0.1148
13,right,0.6521217259996774,0.035,4,24,120,24,120,240,0.0,142,1,0.0773
14,left,0.5437918490006268,0.035,7,24,120,24,120,240,0.0,142,2,0.14
15,left,3.167835151001782,0.0096,3,24,120,24,120,240,0.0,142,1,0.0174
16,left,1.2557277840005554,0.0183,2,24,120,24,120,240,0.0,142,1,0.0272
17,left,0.918601576000583,0.035,5,24,120,24,120,240,0.0,142,2,0.0942
18,left,0.7636755680014176,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
19,right,0.805447754000852,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
20,right,0.8309577039999567,0.035,2,24,120,24,120,240,0.0,142,1,0.052
21,right,0.6103694329995051,0.0183,7,24,120,24,120,240,0.0,142,1,0.0732
22,left,0.743339743999968,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
23,left,0.7768201300004876,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
24,right,1.8715381610018085,0.0183,3,24,120,24,120,240,0.0,142,1,0.0331
25,left,1.5182386670003325,0.0183,1,24,120,24,120,240,0.0,142,2,0.0223
26,left,0.4856992650002212,0.0183,5,24,120,24,120,240,0.0,142,2,0.0493
27,right,2.179514527999345,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
28,right,1.0563739970002644,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
29,right,0.6802166310008033,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
30,left,0.6974032289999741,0.0183,2,24,120,24,120,240,0.0,142,2,0.0272
31,right,0.5262272020008822,0.005,4,24,120,24,120,240,0.0,142,1,0.011
32,right,0.7010982300016622,0.035,5,24,120,24,120,240,0.0,142,1,0.0942
33,left,8.827701693000563,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
34,left,0.7848788880000939,0.0096,5,24,120,24,120,240,0.0,142,2,0.0258
35,right,0.6896341710016713,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
36,right,0.6053536910003459,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
37,left,0.6142908910005644,0.005,7,24,120,24,120,240,0.0,142,2,0.02
38,left,0.6096242420007911,0.035,1,24,120,24,120,240,0.0,142,2,0.0427
39,left,0.62999987600233,0.0096,4,24,120,24,120,240,0.0,142,2,0.0212
40,right,2.7139776980002353,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
41,left,1.0178535700015345,0.005,5,24,120,24,120,240,0.0,142,2,0.0135
42,right,0.6096232690015313,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
43,left,1.4263174309999158,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
44,right,0.605899739999586,0.005,7,24,120,24,120,240,0.0,142,1,0.02
45,right,4.576898770001208,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
46,left,0.7271861730023375,0.0096,1,24,120,24,120,240,0.0,142,2,0.0117
47,left,0.7311664220014791,0.0096,2,24,120,24,120,240,0.0,142,2,0.0143
48,right,1.2521768720016553,0.005,2,24,120,24,120,240,0.0,142,1,0.0074
49,left,0.613237139001285,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
50,left,1.3177854229998047,0.035,3,24,120,24,120,240,0.0,142,2,0.0634
51,right,2.21798138000122,0.005,3,24,120,24,120,240,0.0,142,2,0.0091
52,left,1.1975265740020404,0.035,2,24,120,24,120,240,0.0,142,2,0.052
53,right,1.5267742480009474,0.0183,1,24,120,24,120,240,0.0,142,1,0.0223
54,right,1.3484262710007897,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
55,right,0.5768636070006323,0.0096,2,24,120,24,120,240,0.0,142,1,0.0143
56,left,0.6511416909997934,0.005,3,24,120,24,120,240,0.0,142,1,0.0091
57,right,0.5934068520000437,0.035,1,24,120,24,120,240,0.0,142,1,0.0427
58,left,0.5884733370003232,0.005,6,24,120,24,120,240,0.0,142,2,0.0164
59,left,0.6595646380010294,0.0096,7,24,120,24,120,240,0.0,142,2,0.0384
60,right,3.9979604210020625,0.005,2,24,120,24,120,240,0.0,142,2,0.0074
61,right,0.5432649100002891,0.035,2,24,120,24,120,240,0.0,142,1,0.052
62,left,0.8104624420011532,0.035,2,24,120,24,120,240,0.0,142,2,0.052
63,left,0.5895619640014047,0.0096,3,24,120,24,120,240,0.0,142,2,0.0174
64,right,0.6675319470014074,0.005,5,24,120,24,120,240,0.0,142,1,0.0135
65,left,0.6302681880006276,0.0183,3,24,120,24,120,240,0.0,142,2,0.0331
66,left,0.6892793990009523,0.0183,4,24,120,24,120,240,0.0,142,2,0.0404
67,left,0.5802474620013527,0.035,4,24,120,24,120,240,0.0,142,2,0.0773
68,right,1.7772945370015805,0.005,1,24,120,24,120,240,0.0,142,2,0.0061
69,left,0.5853802440014988,0.0183,6,24,120,24,120,240,0.0,142,2,0.06
70,right,0.772364517000824,0.005,6,24,120,24,120,240,0.0,142,1,0.0164
71,right,0.5256469730011304,0.0183,4,24,120,24,120,240,0.0,142,1,0.0404
72,right,0.4631075770012103,0.0096,6,24,120,24,120,240,0.0,142,1,0.0315
73,right,0.3922817100010434,0.0096,4,24,120,24,120,240,0.0,142,1,0.0212
74,right,2.10087651700087,0.035,3,24,120,24,120,240,0.0,142,1,0.0634
75,right,0.7222256790009851,0.005,4,24,120,24,120,240,0.0,142,1,0.011
76,left,0.6721546830012812,0.0096,1,24,120,24,120,240,0.0,142,1,0.0117
77,left,0.6102355000020907,0.0183,7,24,120,24,120,240,0.0,142,2,0.0732
78,right,1.0553981900011422,0.005,4,24,120,24,120,240,0.0,142,2,0.011
79,left,0.4976931350011,0.0096,6,24,120,24,120,240,0.0,142,2,0.0315
80,left,0.5226026899999852,0.035,6,24,120,24,120,240,0.0,142,2,0.1148
81,right,0.8599619249998796,0.0183,5,24,120,24,120,240,0.0,142,1,0.0493
82,right,0.46824642499996116,0.0096,7,24,120,24,120,240,0.0,142,1,0.0384
83,left,1.4926973030014778,0.005,1,24,120,24,120,240,0.0,142,1,0.0061
