trial,response,c,wave_length,fix_time,presti_time,sti_time,phase,n_pix
181,9,0.08056511949959808,24,120,120,24,0.0,142
182,0,0.005346365036521689,24,120,120,24,0.0,142
183,3,0.025801252779618897,24,120,120,24,0.0,142
184,2,0.014358712893315207,24,120,120,24,0.0,142
185,13,0.14,24,120,120,24,0.0,142
186,4,0.028528155896566276,24,120,120,24,0.0,142
187,6,0.05300822754682168,24,120,120,24,0.0,142
188,0,0.010272413514101596,24,120,120,24,0.0,142
189,5,0.044835474850436555,24,120,120,24,0.0,142
190,0,0.011169487542239792,24,120,120,24,0.0,142
191,0,0.007727623028570648,24,120,120,24,0.0,142
192,11,0.07661796325097797,24,120,120,24,0.0,142
193,5,0.021104495880939423,24,120,120,24,0.0,142
194,8,0.05390330991757823,24,120,120,24,0.0,142
195,2,0.016976064664583873,24,120,120,24,0.0,142
196,6,0.039214308978606255,24,120,120,24,0.0,142
197,0,0.009769133416679317,24,120,120,24,0.0,142
198,6,0.04054981416620749,24,120,120,24,0.0,142
199,10,0.08192551997890646,24,120,120,24,0.0,142
200,2,0.018458558208061967,24,120,120,24,0.0,142
