trial,response,c,wave_length,fix_time,presti_time,sti_time,phase,n_pix
74,6,0.03487703121534678,24,120,120,24,0.0,142
75,3,0.0207540487147892,24,120,120,24,0.0,142
76,3,0.044835474850436555,24,120,120,24,0.0,142
77,7,0.13314092899955832,24,120,120,24,0.0,142
78,2,0.019087193542576084,24,120,120,24,0.0,142
79,0,0.00508442862666611,24,120,120,24,0.0,142
80,0,0.008984528408403115,24,120,120,24,0.0,142
81,0,0.008262938715073996,24,120,120,24,0.0,142
82,4,0.10356888941731932,24,120,120,24,0.0,142
83,0,0.007106981312291582,24,120,120,24,0.0,142
84,2,0.03667380426769253,24,120,120,24,0.0,142
85,0,0.006320917428658702,24,120,120,24,0.0,142
86,1,0.022191744083003367,24,120,120,24,0.0,142
87,3,0.06372897637795434,24,120,120,24,0.0,142
88,5,0.11074341785042745,24,120,120,24,0.0,142
89,4,0.03729306805348112,24,120,120,24,0.0,142
90,4,0.06480508636883985,24,120,120,24,0.0,142
91,0,0.00687291339839569,24,120,120,24,0.0,142
92,0,0.016144350144280506,24,120,120,24,0.0,142
93,1,0.018458558208061967,24,120,120,24,0.0,142
94,2,0.06929432959022673,24,120,120,24,0.0,142
95,1,0.023335004457050012,24,120,120,24,0.0,142
96,2,0.048750887715422596,24,120,120,24,0.0,142
97,0,0.008688623617116243,24,120,120,24,0.0,142
98,0,0.01044587066720999,24,120,120,24,0.0,142
99,1,0.027588583151882506,24,120,120,24,0.0,142
100,1,0.015353384116454717,24,120,120,24,0.0,142
101,0,0.013655231241813724,24,120,120,24,0.0,142
102,15,0.14,24,120,120,24,0.0,142
103,0,0.006536186248542236,24,120,120,24,0.0,142
104,0,0.020070515626111615,24,120,120,24,0.0,142
105,0,0.00913623868735593,24,120,120,24,0.0,142
106,3,0.032075892956896404,24,120,120,24,0.0,142
107,1,0.01755421134152708,24,120,120,24,0.0,142
108,6,0.070464414606837,24,120,120,24,0.0,142
109,0,0.013205497191576474,24,120,120,24,0.0,142
110,5,0.07409455619007968,24,120,120,24,0.0,142
111,4,0.05300822754682168,24,120,120,24,0.0,142
112,4,0.06814367422408235,24,120,120,24,0.0,142
113,0,0.010622256770162854,24,120,120,24,0.0,142
114,9,0.12661790696332448,24,120,120,24,0.0,142
115,4,0.04957408181513595,24,120,120,24,0.0,142
116,4,0.08192551997890646,24,120,120,24,0.0,142
117,5,0.13538911015725477,24,120,120,24,0.0,142
118,5,0.07661796325097797,24,120,120,24,0.0,142
119,4,0.08471562287192054,24,120,120,24,0.0,142
120,5,0.12041446972197614,24,120,120,24,0.0,142
121,3,0.04409096689379182,24,120,120,24,0.0,142
122,6,0.10709609141816008,24,120,120,24,0.0,142
123,2,0.07165425735765431,24,120,120,24,0.0,142
124,0,0.007990799427984273,24,120,120,24,0.0,142
125,1,0.05212800831622603,24,120,120,24,0.0,142
126,0,0.023729032932961247,24,120,120,24,0.0,142
127,0,0.005436642288059534,24,120,120,24,0.0,142
128,0,0.00785810954850977,24,120,120,24,0.0,142
129,0,0.009769133416679317,24,120,120,24,0.0,142
130,0,0.006758786387864296,24,120,120,24,0.0,142
131,0,0.010801621280402778,24,120,120,24,0.0,142
132,1,0.017262717829749048,24,120,120,24,0.0,142
133,0,0.0056217957223020434,24,120,120,24,0.0,142
134,0,0.014120281694985958,24,120,120,24,0.0,142
135,1,0.01234997713527608,24,120,120,24,0.0,142
136,0,0.007349020778444833,24,120,120,24,0.0,142
137,0,0.009290510704409375,24,120,120,24,0.0,142
138,0,0.008402464428661972,24,120,120,24,0.0,142
139,0,0.008544346135126522,24,120,120,24,0.0,142
140,8,0.1224477553838469,24,120,120,24,0.0,142
141,9,0.07922730892224675,24,120,120,24,0.0,142
142,9,0.11841494744408741,24,120,120,24,0.0,142
143,6,0.060606679422512466,24,120,120,24,0.0,142
144,4,0.03261751767518438,24,120,120,24,0.0,142
145,12,0.09849470108910297,24,120,120,24,0.0,142
146,0,0.013885809725924618,24,120,120,24,0.0,142
147,0,0.005346365036521689,24,120,120,24,0.0,142
148,0,0.021104495880939423,24,120,120,24,0.0,142
149,1,0.0181520477160925,24,120,120,24,0.0,142
150,1,0.022947518954898705,24,120,120,24,0.0,142
151,0,0.016976064664583873,24,120,120,24,0.0,142
152,0,0.006988967526280012,24,120,120,24,0.0,142
153,1,0.02667995516737716,24,120,120,24,0.0,142
154,7,0.11644862789797172,24,120,120,24,0.0,142
155,0,0.0064276507042130065,24,120,120,24,0.0,142
156,6,0.08760074712281693,24,120,120,24,0.0,142
157,4,0.04559255436394559,24,120,120,24,0.0,142
158,2,0.021823242799215607,24,120,120,24,0.0,142
159,1,0.028528155896566276,24,120,120,24,0.0,142
160,0,0.011358092440990893,24,120,120,24,0.0,142
161,0,0.010272413514101596,24,120,120,24,0.0,142
162,3,0.05573907221707652,24,120,120,24,0.0,142
163,5,0.09525078525470318,24,120,120,24,0.0,142
164,2,0.025801252779618897,24,120,120,24,0.0,142
165,2,0.036064823562819676,24,120,120,24,0.0,142
166,3,0.05763735429922662,24,120,120,24,0.0,142
167,7,0.11451495974123634,24,120,120,24,0.0,142
168,6,0.06267073555100906,24,120,120,24,0.0,142
169,4,0.08907994927771778,24,120,120,24,0.0,142
170,4,0.06163006716459963,24,120,120,24,0.0,142
171,0,0.015876267846114376,24,120,120,24,0.0,142
172,0,0.00621595649460751,24,120,120,24,0.0,142
173,7,0.13767525348447945,24,120,120,24,0.0,142
174,1,0.031019475749525433,24,120,120,24,0.0,142
175,1,0.031543262097012435,24,120,120,24,0.0,142
176,0,0.019409494650118063,24,120,120,24,0.0,142
177,0,0.005911415873663438,24,120,120,24,0.0,142
178,1,0.037922788557465344,24,120,120,24,0.0,142
179,1,0.029997851566234232,24,120,120,24,0.0,142
180,0,0.02537281440465115,24,120,120,24,0.0,142
181,0,0.014601170175370317,24,120,120,24,0.0,142
182,1,0.024537162603077825,24,120,120,24,0.0,142
183,7,0.1126134007867119,24,120,120,24,0.0,142
184,6,0.059600285373907075,24,120,120,24,0.0,142
185,0,0.006011234418436566,24,120,120,24,0.0,142
186,4,0.05390330991757823,24,120,120,24,0.0,142
187,0,0.019737238045636582,24,120,120,24,0.0,142
188,1,0.03546595518488732,24,120,120,24,0.0,142
189,2,0.03429788652399264,24,120,120,24,0.0,142
190,0,0.015612637143580618,24,120,120,24,0.0,142
191,6,0.08614610761116859,24,120,120,24,0.0,142
192,0,0.005000000000000002,24,120,120,24,0.0,142
193,0,0.01669417147046785,24,120,120,24,0.0,142
194,0,0.01255851545705392,24,120,120,24,0.0,142
195,7,0.09366911431812125,24,120,120,24,0.0,142
196,10,0.09685916385228772,24,120,120,24,0.0,142
197,11,0.1018490935973961,24,120,120,24,0.0,142
198,13,0.12875594216257452,24,120,120,24,0.0,142
199,0,0.024129714865490204,24,120,120,24,0.0,142
200,0,0.016416959206500183,24,120,120,24,0.0,142
